WKT,AREA_M2,AREA_HA,LOCATION,VERSION,SHLAA_REF,SHAPE_Leng,SHAPE_Area
"POLYGON ((-1.691932643423883 53.870081405078082,-1.691913553437058 53.870081071421836,-1.691548926098904 53.870074699172179,-1.691544537541223 53.869844148649058,-1.691540856916211 53.869620790268335,-1.69217796467269 53.869634108669537,-1.692337623436554 53.869637214117418,-1.692462308559588 53.869639780212303,-1.69264021624814 53.869642931973203,-1.692878954152223 53.869646238793877,-1.692860400474547 53.869895605366509,-1.692838350968762 53.870206979121321,-1.692823933148942 53.870202897784019,-1.69273816106976 53.870182006256861,-1.692666039873327 53.870166092881412,-1.692594672206643 53.870151080413081,-1.692562782201598 53.870144707290926,-1.692558226685922 53.870143796815412,-1.692491395196253 53.870132390958204,-1.69246405085304 53.87012827628336,-1.692346488595289 53.870128963929666,-1.692257287849099 53.870119388128927,-1.692160475852012 53.870110871257019,-1.691973064466148 53.870096909022998,-1.691973097454845 53.870092415226317,-1.691972366739045 53.870088368674992,-1.691971632722845 53.870084771728926,-1.691970892110177 53.870082073378128,-1.691932643423883 53.870081405078082))",4657.09300000000,0.46600000000,"Kirkland House, Queensway, Yeadon",V 11.0 - 27/11/2013,4019,289.10880181400,4657.09335530000
