1117,420042,437202
1123A,420586,436431
1123B,420682,436333
1124,420232,436603
1129,424185,432135
1147,424767,434475
1150,422256,434328
1171A,425498,431242
1183,423144,432524
1184,423374,432856
1187,422637,436681
1192,421648,432505
1193A,421543,436495
1193B,421381,436545
1195,420680,433383
1201,419562,434382
1212,424048,436250
1213,423497,433081
1250,424844,434367
1253,422623,436450
1273,424634,431512
1322,422928,436130
1328,422900,432171
1337,419491,437613
1341,426303,433129
1342,427095,433021
1343A,419388,432022
1343B,419653,432062
2076,424419,432049
2120,420676,433965
2121,421551,435828
2123,424553,430894
2159,425697,431076
3001,424216,430084
3011,419375,433163
3039,420556,433525
3040,420599,433187
3041,420804,433183
3048,423284,433124
3050,423394,432753
3121,419782,433049
3124,420631,433304
3179,423097,433551
3196,424359,434302
3202,421328,432681
3203,422770,432410
3208,421306,433236
3209,422680,433779
3226,422339,433533
3302,421701,434941
3303,425202,434967
3304,423924,435477
3305,425598,435199
3344,421024,433494
3377A,423633,433321
3377B,423753,433167
3379,421637,432610
3388,425763,432537
3403,421802,432403
3412,424740,435251
3440,421029,433733
3455A,424407,433102
3455B,424545,432888
3458,425096,430699
3464,419676,432461
4007,426051,432767
4036,426998,432872
4038,425362,433570
4039,424570,433829
4041,425780,434676
4042A,425662,435024
4042B,425517,434962
4044,419497,433341
4045,419829,433399
4046,419901,433676
4047,419804,434127
4048,421608,435512
4049,421196,436614
4050,420291,436530
4051,425916,433766
4097,419648,437621
4168,421560,436170
4169,420043,432855
4189,422274,433667
4193,420978,433211
4194,424786,433104
4197,422273,433166
4199,424775,434357
4202,422663,432037
4203,420302,435803
4204,426463,432756
4210,423743,432728
4213,423173,435852
4214,423082,435834
4226,424428,430666
4227,425275,436118
4249,426942,433709
5004,421059,436270
5010,426895,433735
5105,424896,432184
5110,422067,435653
5114,422547,435105
5118,422492,432134
5119,420983,433463
5120,423906,435504
5135,422316,433049
5136,423435,435383
5159,422456,434741
HLA24044,426674,433464
HLA24046,423403,434596
HLA24048,426325,432185
HLA24050,422278,434517
HLA24051,426950,433391
HLA24052,424901,433459
HLA24054,426585,433523
HLA25033,422177,436429
HLA25031,423077,432285
HLA24050,424682,435072
181,429494,432608
182,429170,434337
187,429427,433717
200,430863,433657
202,429339,432791
204,429093,433934
205,429659,432999
215,431076,432668
216,430071,433149
217,430678,432783
219,431176,432553
224,431041,433441
225,429765,432867
228,430750,432626
230,429353,433637
231,430486,433386
301,431458,433301
394,430510,433955
395,430489,433258
396,430700,433216
402,429170,433556
403,430056,433300
405,429583,433000
406,429703,432689
407,429803,432624
409,429425,432799
410,430822,434234
411,430918,433536
412,431087,433077
415,430602,433294
419,430900,433237
420,429955,433612
421,430761,434195
423,429216,433255
425,430111,433623
426,429724,433382
429,429810,433761
431,430504,433252
438,431036,433189
443,430750,434253
445,429808,432414
446,429612,433945
449,430273,433415
450,429426,432967
454,429893,434185
455,429567,433392
456,430396,433260
458,429479,432495
459,430556,433759
462,430296,433273
1009,429564,432615
1010,430635,433932
1020,429113,434141
1039,431276,432472
1078,430993,433385
1082,429627,432678
1125,430838,432482
1140,431556,433470
1230,431051,433344
1267,430204,432408
HLA20052,429504,434049
2000,431240,433518
2001,430824,433485
2002,430901,433436
2003,431022,433259
2004,430692,434170
2005,430589,433972
2006,430456,434054
2007,430532,433356
2008,430441,433413
2009,430449,432923
2010,430006,432789
2011,430104,432958
2012,430163,432262
2013,430338,432202
2014,430254,432365
2015,429346,432634
2016,429411,432637
2018,429345,432843
2019,429314,432733
2021,429565,432946
2022,430985,432657
2023,429075,433430
2024,429020,433621
2028A,429682,434066
2028B,429482,434132
2029,429804,434238
2031,429244,432881
3017,430665,433262
3018,430861,433491
3138,429759,434552
3139,429082,434277
3140,429100,434265
3141,429033,434261
3157,429226,434004
3160,429061,434292
3307,429746,434312
3337,430501,433431
3338,429220,434380
3339,429222,434253
3340,428984,434213
3347,429134,434242
3460,430451,432790
4081,431051,433116
4180,429158,434146
4181,429024,434287
4183,430409,433917
4190,429852,433753
4195,429864,433640
5011,430338,434006
5015,429026,434066
5019,429491,432102
5103,429584,433947
5104,430103,434234
5108,430637,433432
5115,429643,434667
5122,430820,434200
5123,430178,433138
5156,429192,434200
5157,430184,433609
5167,429475,433433
HLA20050,429061,434235
267,434233,434154
281,436990,434625
282,437201,434878
353,437763,433588
795,434546,438507
796,436311,437258
797,436898,436873
799,436884,436198
802,436789,436389
803,436452,435790
804,436052,435990
807,434885,438358
1076,432491,429551
1083,431961,431920
1084,433649,430882
1091,433165,430617
1094A,438359,435808
1094B,437889,435118
1295A,435542,430907
1295B,435472,430461
1296,434190,431040
1297,437469,434558
1359,433091,429190
2039,437977,434078
2040,437704,432725
2041,431834,430035
2062,434853,438589
2080,432045,432542
2086,438586,434040
2087,439091,433867
2090A,437173,432784
2090B,436982,432371
2144A,433909,433005
2144B,433908,432729
2154,435111,434343
3079,433006,429425
3111,439432,433345
3118,436397,436960
3119,435062,438748
3219,436848,436083
3227,435965,437932
4123,434018,434090
4170,434927,438850
4174,437694,434849
4191,435060,433541
4212,437791,434685
4219,437699,433496
4258,439366,433525
5003,437427,434835
5012,439583,433261
5124,431605,430604
5140,436555,436486
CFSM049,430910,434940
125,430363,435310
184,429976,432308
188,429390,435122
197,430735,433906
198,428558,433700
201,428663,433276
206,431233,432792
207,431359,432622
208,431032,434047
210,430297,435437
211,429777,435844
226,428929,433905
229,428991,433737
232,428958,433780
252,431378,429515
259A,434181,433506
259B,434132,433380
262,429255,437036
263,429487,436686
264,431188,435059
278,432299,434799
279,431318,433177
285,431136,434085
301,431458,433301
331,431344,432292
340,430942,431311
342,431413,431556
370,429966,435232
379,429086,432008
381,429862,431237
383,429149,436892
398,431180,432975
433,429152,433001
435,431324,432884
437,431428,432473
444,431220,433265
447,428982,433112
465,433445,433205
467,431391,432190
468,431467,431955
473,430836,429896
474,431600,429825
476,429640,431756
500,431342,427880
502,431033,427754
503,431140,427651
620,428057,434743
806,431991,433165
814,433429,435266
815,435234,435633
816,435801,435699
841,433239,435474
842,433057,435459
846,434427,434796
1011,428035,432621
1023,427200,433155
1065,431366,432049
1087,428926,435940
1098,428725,436313
1142,428980,433929
1144,428876,434326
1145A,432131,434365
1145B,432106,434077
1146,431731,433520
1152,433766,435038
1265,428498,433183
1278,427617,431844
1338,427380,433582
1340,428348,433227
2025,428877,433536
2026,428911,433810
2027,428907,433191
2077,429225,436076
2079,428635,431848
2138,428890,433763
2139,431783,432633
2140,432211,433541
2141A,433672,433536
2141B,433615,433644
2142,434123,433208
2143,434377,433219
2144A,433909,433005
2145,431327,434337
2146,434688,437032
2147A,434144,436853
2147B,434310,436624
2147C,434164,436534
2147D,434643,436413
2148,435445,436303
2149,435572,436717
2150A,434580,435728
2150B,434858,435676
2150C,434558,435495
2150D,434452,435527
3009,427971,431853
3015,431170,428283
3081A,432369,427859
3081B,432133,427853
3137,428691,435547
3142,429439,431539
3143,429356,431813
3144,429156,431500
3145,429953,431560
3146,429320,432172
3147,429716,431523
3148,430352,434767
3149,430304,434551
3150,430089,434792
3153,435645,436185
3165,428185,435453
3191,429201,432346
3193,429722,431679
3194,429589,431589
3195,429458,431706
3197,430158,435109
3204,429643,431695
3206,432016,435811
3306,430281,436191
3342,433672,434777
3343,430835,429950
3345,429929,435118
3346,429386,435165
3354,428187,433236
3390,428422,433907
3393,428598,433781
3399,430958,434558
3408,428776,433449
3411,432380,433908
3425,427953,433558
3426,430496,434997
3427,429709,435901
3432,428517,434119
3433,429970,435453
3454,428291,433115
3459,431780,432501
4027,430985,429166
4060,433144,434078
4063,431533,433239
4090,434646,435909
4098,435016,437758
4099,435499,437195
4100,435015,437419
4101,435238,436993
4102,435136,436829
4107,434295,436266
4110,435489,436140
4113,434440,435946
4114,435256,435793
4115,435008,435482
4117,434696,435315
4120,435162,435170
4122,435681,435384
4123,434018,434090
4124,430518,430273
4125,430924,429492
4178,428904,435695
4185,434371,436644
4225,428778,432647
4235,429450,435364
5007,430666,431107
5014,431412,434946
5017,433133,435576
5018,428531,432249
5020,428169,434378
5109,430910,435475
5124,431605,430604
5141,434518,436618
5148,428600,433590
5150,433563,434089
5161,428745,436484
HLA20000,431104,433810
HLA21042,428885,431977
HLA21046,429586,431630
HLA21049,429075,432381
HLA24051,426893,433126
HLA24052,427076,433533
HLA26002,428599,435400
HLA26028,428699,434863
HLA26031,428801,434089
HLA26034,428379,434523
HLA26036,428830,435813
HLA34023,430812,435423
HLA34026,430973,435719
HLA21047,430136,431744
HLA26038,428746,434793
HLA20000,428885,431977
HLA21042,429586,431630
HLA21046,429075,432381
HLA21049,429016,431782
HLA24051,426893,433126
HLA24052,427076,433533
HLA26002,428599,435400
HLA26028,428699,434863
HLA26031,428801,434089
HLA26034,428379,434523
HLA26036,428830,435813
HLA34023,430812,435423
HLA34026,430973,435719
HLA21047,430136,431744
HLA26038,428746,434793
16,430953,439111
34,421771,437622
37,425983,436734
65,424894,438399
81,431318,438958
82,430704,438701
84,433820,437524
94,430778,439129
97,428692,437110
106,431062,436135
118,429017,440576
120,430435,437144
124,433181,437420
174,427857,436771
177,426736,439972
235,423773,437162
253,429434,439193
376,425505,438306
626,424780,436673
685,428174,439630
687,427835,438853
688,424872,438670
689,425408,438925
720,423684,439178
721,423575,439218
731,423090,437354
762,431451,437738
764,428605,438167
845,431049,436678
1014,423067,437737
1015,423252,438723
1016,423001,437583
1019,431129,437304
1026,427481,434404
1033,427086,439042
1062,424432,436969
1079,427687,439958
1092,427084,435431
1120,428206,435886
1138,434023,437495
1151,424992,441049
1170,428192,437166
1172,431017,438794
1178A,428066,438802
1178B,428083,438639
1190,434154,437150
1199,424481,440361
1202,423069,437110
1238,425151,438082
1242,428597,437386
1243,427677,440175
1246,427557,440096
1299A,427158,438808
1299B,426973,438489
1310,424708,437543
1339,422162,437341
2046,424143,439444
2049,426291,437514
2051A,428922,441359
2051B,428415,440640
2052,428319,439393
2053A,430461,441059
2053B,430815,440892
2055,429456,437876
2058,431325,438400
2063,434276,438167
2160,423998,440140
3008,433850,437478
3010A,425998,439899
3010B,425905,439849
3014,426445,435546
3016,422205,437499
3034,421945,439941
3044A,425402,441089
3044B,425533,440886
3151,430093,438731
3184,426554,436313
3201,427673,436106
3207,432120,439671
3215,433604,436799
3217,427896,434654
3301,433524,437148
3315A,434311,437340
3315B,434308,437708
3327,422766,439425
3328,422540,439168
3330,422836,439074
3341,433131,437423
3360A,425898,440617
3376,427827,437482
3381,423438,439428
3384,423578,439358
3402,425925,438198
3457,427354,437552
4000,425587,439954
4013,434066,437666
4021,425270,437681
4055,423249,437651
4056,423658,438343
4057,424259,437259
4058A,427956,435385
4058B,427946,435342
4092,426371,435217
4093,424274,438010
4094,434115,435705
4157,427378,439843
4158,425258,437960
4172,426515,438869
4177,432765,438324
4179,428143,436156
4182,427174,435424
4184,428289,436228
4188,430738,438554
4215,425624,440370
4216,425467,440315
4217,425600,439807
4232,426960,440129
4233,426130,439912
4239,422588,438139
4240,422440,437789
4244,422885,438196
4246,422016,437741
4247,423523,439035
4255,422698,437405
5009,422836,437270
5102,428536,435761
5106,431604,439527
5112,430398,436949
5125,424971,437630
5138,431005,440440
HLA24048,427778,435064
HLA24049,426806,435437
HLA26027,427760,436069
HLA26032,427769,435687
HLA26033,428510,436070
HLA26037,427889,436163
HLA26039,427745,436539
HLA27013,424204,438686
HLA27014,424269,437172
HLA30023,432144,438440
HLA30026,430773,438995
HLA34026,430863,436408
HLA27014,424483,438110
HLA34026,432538,438437
HLA26038,427952,436041
HLA34026,430856,436376
15,436465,441062
70,437847,448217
71,443893,447147
78,435035,442127
90,442832,445436
103,441707,445687
361,439751,448512
757,432345,445108
777,442677,445931
778,442598,442692
780,436957,444428
783,442479,442738
785,436256,441814
786,442722,442539
787,437794,448218
789,442618,445647
793,439732,448279
797,436898,436873
798,437520,437011
830,437370,441210
1001,433887,441001
1005,436143,440479
1008,443359,445027
1027,436680,442765
1028,436273,442111
1031,437292,439291
1040,437747,440517
1041,436469,441620
1046,439347,449023
1048,443331,438577
1056,434139,440036
1057,437603,437390
1061,437467,436810
1070,439377,447993
1088,434385,438926
1089,437929,438223
1094A,438359,435808
1106,436875,444220
1107,443767,444952
1108,442577,444372
1109,443120,444541
1121,438668,446711
1127,436578,443763
1130,443242,436701
1131,443496,437587
1132,443417,436820
1134,440326,437502
1139,437196,437488
1153,436469,443945
1154,442905,445429
1155,442357,443564
1156,442808,444115
1157,443134,444092
1158,442816,444736
1161,442906,437146
1162,443108,436911
1163,443220,436856
1164,440531,436705
1165,440606,434293
1167,443018,444511
1182,436072,441769
1226,440024,434005
1233,441669,449354
1239,443701,446153
1240,443528,446096
1241,443849,446815
1251,437852,445449
1252,438597,447195
1262,432897,439918
1271,438288,437439
1286,434181,439398
1287,434248,439612
1288,434560,439483
1289,443481,446397
1290,443416,445829
1291,439417,445943
1292,439127,445733
1293,437581,445512
1294,438547,445335
1300,439184,447244
1301,439358,447935
1304,442428,444444
1309,439065,447577
1315,434033,440213
1316,434068,440436
1324,435054,441296
1329,435835,442716
1367,439666,437624
1368,439689,437456
5162,434368,438883
5163,432876,440624
5166,440938,449465
2059,433156,439418
2067,443996,447056
2068,445346,446042
2134,438104,437090
2135,438069,445518
2136,438848,447327
2137,442247,446196
2158,441289,449462
3019,434321,439220
3020,434113,439126
3114,440095,433864
3125,441278,449095
3126,436066,441854
3127,436386,441208
3128,442126,445949
3129,441799,445231
3130,442368,445207
3131,442686,445260
3132,442857,445271
3133,436452,443737
3134,436579,443560
3135,441926,448431
3136,441678,448168
3152,444493,441515
3186,440316,448365
3223,439863,437113
3309,436200,440886
3310,440538,447810
3319,443415,437008
3322,441569,445458
3323,433738,440259
3325,437152,438431
3332,443230,444925
3333,435069,441150
3334,438294,445313
3353,443153,444389
3363,437113,443491
1027,440144,447336
3371,440370,437117
3375,444313,441530
3391,435264,442128
3429,441870,436369
3437,442407,435045
3438,438504,446654
3448,440341,439513
3452,440099,439528
3453,435937,442622
3461,433266,440222
4018,439231,446036
4065,437966,436713
4068,443444,438783
4070,443365,436621
4072,440944,448937
4074,440315,447766
4075,440631,448638
4076,444213,447258
4079,440496,449219
4096,442201,443441
4150,434029,439419
4151,442838,442649
4152,433083,440431
4154,437396,445460
4155,436314,440937
4162,436219,440982
4163,437067,443469
4165,433312,439966
4166,443496,441073
4167,434927,438850
4170,444005,445143
4176,436127,444949
4201,443210,446123
4218,439786,437576
4221,439768,436787
4229,442554,445689
4234,437254,441511
5001,433699,440017
5022,436705,443865
5126,443897,447436
5134,440951,448552
5139,439785,447423
5142,438350,440830
5154,436658,444001
5158,Northing,area
5168,442241,442316
HLA31041,443230,445503
HLA31042,440459,448063
HLA31043,442899,445632
175,419882,445744
313,420084,445433
317,419888,446568
320,420001,445534
364,425538,443222
684,427128,440156
744,419183,446687
745,421285,445363
749,420015,446317
1002,425751,443505
1036,423531,443383
1037,424676,442645
1080,426068,443041
1095A,424240,445447
1095B,424052,445186
1095C,424615,444945
1095D,424628,444900
1101,419560,446128
1122,420652,445987
1179,418906,444575
1181A,425689,442356
1181B,425849,442252
1196,418670,445146
1197,420634,445822
1198,421710,445776
1204,424291,443460
1317,418517,444909
1358,422201,445720
1369,424319,444999
2035,420599,445032
2051A,428922,441359
2051B,428415,440640
2054,431038,441266
2130,427242,440371
3002,419650,446886
3021,418095,444814
3022,417912,444617
3025,419969,444950
3190,420680,445049
3348,420141,445672
3360B,426114,440801
3367A,426154,442698
3367B,426286,443024
3400,424707,443094
3434,424493,442921
4153,427525,441317
4159,427050,440774
4160,427305,440814
4161,427335,440607
4173,423693,445305
4230,424640,442707
4232,426960,440129
4236,423347,443339
4251,427230,441047
4259,419922,445028
5006,423472,445204
5127,420771,445019
5155,424879,442918
HLA29013,420198,445596
129A,433864,427208
129B,433910,427082
130,436480,428564
133,435414,426818
135,433098,426084
136,436511,429423
143,437115,429078
269,439160,426734
289,439847,427356
334,436567,428175
335,435110,427870
498,436859,429331
499,436874,429186
507,433782,427205
515,439635,427236
519,435827,429057
523,440098,427030
1006,432724,428345
1030,433552,426335
1035,436742,428309
1049,432893,428884
1050,433031,427400
1058,433315,428643
1076,432491,429551
1223,439260,426287
1224,439257,426845
1225A,439703,426693
1225B,439816,426355
1225C,439578,426933
1249,435685,426352
1259A,434698,429425
1259B,435079,429367
1261,433717,425971
1335,433646,429197
1355,434205,428391
1359,433091,429190
1365A,434545,427629
1365B,434494,427468
2103,432590,427778
2104,432865,426951
2107A,437442,428643
2107B,437717,428370
2110,436534,427555
2129A,438829,427326
2129B,439074,427224
3012,435883,426608
3080,433077,429339
3081A,432369,427859
3084,433168,426804
3085,433205,426544
3088,433001,425655
3093,436988,428791
3300,436427,429109
3318,433849,428832
3444,433514,429047
3445A,433166,427730
3445B,433283,427944
3465,433688,427934
4082,435645,429012
4171,436264,426983
4192,433558,426967
4220,434081,425940
4222A,436387,427865
4222B,436717,428122
4222C,436614,427872
4222D,436913,428039
4231,432693,428488
5101,433855,428943
5128,439573,427241
5129,432407,427605
5149,436221,427521
5153,439809,425960
HLA22019,434582,427842
HLA22020,434469,428079
HLA22022,436181,428331
265,441550,430407
298,440138,428627
310,442459,427808
352,437857,430576
818,442093,427818
819,440374,428613
820,444051,433282
822,440279,433672
823,441324,432058
825,444461,433331
827,440933,428713
836,440139,433001
1004,441372,432744
1007,440016,431999
1013,438694,430396
1044,439916,433519
1100,439724,433304
1118,444430,433361
1149A,441538,428515
1149B,442360,428206
1165,440606,434293
1169,443931,433684
1173,444609,432048
1174,444632,432746
1175A,441291,429718
1175B,441425,429772
1176,444295,432596
1226,440024,434005
1232A,442454,433468
1232B,442381,432315
1237,438896,429628
1244,441634,432169
1269,443412,432286
1270,444319,432359
1276,445761,429737
1277,445385,429784
1321,441689,430637
1357,440644,428414
1366,439869,432359
2032,441351,433840
2040,437704,432725
2091,441359,433694
2131,441884,431066
2132,439903,432247
2156,440788,434075
2157A,443704,433492
2157B,443478,433606
3096,440562,428392
3100A,440258,429835
3100B,440346,429960
3101,440000,429275
3102,442009,429847
3103,442133,431013
3104,442368,430469
3105,442187,430556
3106,438784,432415
3107,440241,432064
3108,440122,432089
3109A,440555,431195
3109B,440766,431766
3109C,441261,431407
3110,441728,432339
3112,439448,433110
3113,439571,433722
3115,441062,434254
3116,444150,433142
3117,440077,431869
3308,445267,431666
3321,440357,429457
3351,440581,429036
3352,441032,430549
3441,443507,428508
3450,440617,429887
3463,440791,429374
4083,440692,432975
4196,441529,430192
4200A,444638,432500
4200B,444670,432366
4250,442160,430457
4258,439366,433525
5002,440592,430698
5012,439583,433261
5013,441692,430261
HLA33004,438387,430468
HLA33066,440362,433010
